#KEY,FIRST_PAGE,LAST_PAGE
journals/tecs/AsyabanKTM16,1,26
conf/amec/ChatzidimitriouSM12,16,29
conf/itcc/CeaGRP04,124,128
journals/neco/BurkittMG04,885,94
conf/wac2/LwowskiMBPJ18,1,5
conf/semeval/SommerauerFV18,940,946
journals/automatica/TannerK03,1259,1265
conf/bibm/ZhangDVR18,2324,22328
conf/adaD/Siara02,147,151
journals/ejcon/GuzmanCG14,111,117
journals/jcam/Dratman10,2339,2350
conf/icassp/Garibotto79,36,39
journals/jfi/ChenZ10,69,86
journals/spl/WanH99,309,311
journals/jdi/WeisserRRDNW07,393,401
conf/caip/FujikiAHM11,278,285
journals/bmcbi/SieversHH14,338,338
journals/jiis/BouguettayaMK95,145,143
journals/jcisd/GiffordJKT92,591,599
conf/coco/DavidP10,164,172
journals/vlsisp/SahooP03,105,112
journals/bioinformatics/PatrickBMLY15,2822,2828
conf/uic/NakamotoYSHT14,586,589
journals/ited/MirchandaniE13a,165,171
conf/iih-msp/WangXGPDY13,424,428
conf/fusion/MorrisonC06,1,7
journals/ijfs/ZhouZL18,650,671
conf/icassp/FishlerM02,2981,2984
journals/bell/BurnsCFSS11,19,34
conf/otm/PanettoMBK08,239,240
journals/imst/HermanY89,187,195
conf/icmens/SupeeneKB05,99,99
journals/chb/KimG13,1421,1429
conf/icassp/GengBAD15,5510,5514
conf/wdag/Hoepman01,180,193
conf/criwg/AmiyoN11,175,190
conf/wsdm/AnandKSZZ19,168,176
books/daglib/0070338,1,512
conf/chi/RajaHHWB11,1585,1590
conf/hci/JonesPFIO11,356,365
journals/tcsv/ZhangFZG17,2438,2450
conf/ica3pp/FariasRNM10,157,166
conf/mipro/AlhulayilAA15,521,525
conf/asunam/ZhangMLZWWGS18,429,436
journals/mr/MatmatCMPEFE09,1304,1308
conf/icc/TaparugssanagornAHY07,4616,4621
conf/kes/SzczerbickiST12,2,10
conf/ic2e/TruongD14,562,567
journals/cssc/Zhang007,579,592
journals/ijpp/HabelSIBT16,1268,1295
conf/ksem/WangJL18,3,15
journals/nar/LisitskyS95,2506,2511
conf/iiwas/IkedaNK08,33,40
conf/sc/GunasekaranOHMW15,31,36
conf/icids/BidaCB13a,128,131
conf/esop/FeltmanAAF16,255,281
conf/iciar/LiKG05,593,600
conf/ihm/MonceauxBBM09,343,346
conf/emnlp/OrrTF18,999,1004
journals/computing/Sauer66,105,114
journals/ejis/DernbecherB17,121,142
journals/tkde/YangXSC14,2599,2609
journals/jfi/KhoukhiA11,2701,2717
journals/toms/MartinsSA03,245,262
conf/ACMace/ChoiPMPC12,182,197
conf/ijcai/Marquis11,996,1001
conf/icac/MahmudI16,75,84
journals/entropy/GriffithCJEC14,1985,2000
conf/ict-eurasia/SunindyoE13,71,80
journals/eswa/MirmomeniLMA10,8267,8277
conf/uss/XiaoZZT16,19,35
conf/arcs/SchmittLHLDS11,87,98
conf/pricai/HuBLT18,140,148
journals/queue/X12a,20,20
conf/naacl/YangH12,35,40
journals/cacm/XX07j,13,14
conf/icmcs/DevarajanMHZ03,197,200
journals/isci/DehmerEHSST17,176,181
journals/ijprai/ConteFSV04,265,298
conf/sensys/ZhouZLLS12a,361,362
journals/cma/ChenQLX11,3378,3388
journals/tvt/HuangWY02,232,242
conf/bmas/WangMGH09,25,30
conf/humanoids/MauriceSPMB14,801,808
conf/icc/ParuchuriD07,4805,4810
journals/focm/MischaikowMP05,199,229
conf/anss/VeglisP00,326,332
journals/ipl/Junosza-SzaniawskiR11,697,701
conf/interspeech/JangKC07,2917,2920
journals/jei/RenEB00,564,575
conf/iros/CaoCO18,1089,1094
journals/jim/YangLZ17,668,682
journals/eor/JerathFH16,340,350
journals/tc/VairavanD76,1967,1073
journals/jasis/Himma03,589,59
conf/slp/MaherR89,963,980
journals/cgf/GenevauxGPGBGB15,211,227
journals/ijon/ZhangLM13,10,16
journals/siamdm/AvartRS07,73,92
conf/icmcs/CheungC04,1083,1086
journals/tcom/SakrH15,1867,1880
conf/giscience/KaragiorgouKVN14,22,26
journals/iet-cdt/OlivitoSCMR18,150,157
conf/pimrc/LiuJJH03,192,195
conf/icra/RonconeHPM14,2305,2312
conf/cns/ShiS16,472,479
conf/flairs/Hannon02,3,7
journals/endm/AbregoAFRS13,411,414
conf/amcc/MattssonM12,6769,6774
journals/tpds/ShenCP99,1012,1025
conf/eurocybersec/BrunYGKAR18,80,90
journals/axioms/LongoBM13,271,285
conf/globecom/FridmanWGK07,1258,1262
conf/globecom/MasriKSMG11,1,5
conf/icdar/DoriT93,866,867
journals/jasis/WindsorW73,377,381
journals/ipl/Lickteig84,173,178
journals/fss/RunklerB99,207,218
journals/spic/OginoI91,333,343
journals/tie/MotoiSO09,54,61
conf/icacci/MoudgalyaMG18,1303,1306
journals/js/WuAAJ16,1,3
journals/cm/CimaraTMTDL14,104,110
conf/ike/QuSAJ08,140,144
conf/mfcs/BarthBDGMT17,1,14
conf/iscide/ShiLF12,844,849
conf/iciar/Bak04,49,56
conf/icip/WangCCSS11,2641,2644
conf/icmcs/Jokela03,637,640
conf/iecon/Chen0YZZWS16,512,517
conf/kes/LiaoX05,354,359
conf/gecco/BanksAMO09a,1977,1982
conf/interspeech/ThangthaiMT16,2458,2462
conf/isie/GongW18,633,636
journals/eor/SeifordZ98,127,139
conf/scsc/AudetteRGPS17,1,12
conf/paclic/ChenL11,541,548
conf/glvlsi/LoghiPB04,410,406
conf/wads/DidimoEL09,206,217
conf/dsrt/EwaldHUCT06,209,218
books/daglib/0038982,1,553
journals/tvlsi/VatajeluN19,491,495
journals/wpc/GozalvezD02,137,145
journals/ijmi/FranceBC07,84,88
journals/ijbc/BalibreaCL01,793,800
conf/semweb/Siorpaes07,951,955
conf/sigcse/Harrington88,210,214
conf/specom/EvdokimovaSC17,193,200
conf/aina/AhmadJCSYKS19,1132,1144
journals/ijseke/VegasuB02,657,674
journals/jrm/SatoHK97,177,184
journals/jc/PanP10,296,315
journals/sigpro/AlbusacCLVL09,2400,2414
journals/jolis/Goulding04a,147,150
conf/iser/RaoTK04,491,500
conf/iros/SardellittiPTC10,1909,1914
journals/chinaf/JiZWY18,1,19
conf/iceb/DengZYZ04,309,313
conf/qrs/LuFWTP15,11,16
journals/amc/Kumar11,9111,9121
conf/sensornets/Hashish12,95,98
conf/ncma/Yamamoto14,249,264
journals/cor/HuoLZ09,2018,2030
journals/lp/JeongH16,193,198
conf/eusflat/KhanmohammadiTGB09,1270,1275
journals/cscl/StahlH09a,233,237
conf/hci/GuoN07,77,83
journals/cm/AgrawalB07,76,81
conf/iscas/ShuLM17,1,4
conf/se/JapsP10,405,406
journals/dcc/ConwayS94,31,42
conf/cl/LauO00,223,238
conf/hci/BohmW14,15,25
conf/miwai/SethiU11,112,123
conf/icc/HuangCKPW07,5070,5075
journals/wi/StuckyW96,357,358
journals/icl/ThakurKPSS17,410,413
journals/ecra/NguyenJ05,362,376
conf/smc/ZhuM16,1005,1010
conf/bmsb/WangWD15,1,5
journals/jcamd/HammondWHMCS05,1,15
conf/mmm/WuJSZCSF11,360,371
conf/icassp/Pelle06,249,252
conf/dcoss/SaukhSM08,358,372
journals/ail/Verheij16,387,407
conf/ijcnn/GorbanSZ07,2586,2591
journals/fac/BoitenS14,1,2
conf/ttcs/GheibiMS15,105,120
conf/siguccs/BhilareRT09,99,104
journals/siamnum/CaoCZ02,543,577
conf/vtc/PrasadLTW13,1,5
journals/comcom/ChoY99,1150,1159
journals/nca/HanCQ10,667,676
journals/ijdar/Spitz03,181,189
conf/nips/ZhangDJW13,2329,2337
journals/tmc/00010SWLT17,1957,1967
conf/sigada/Singhoff07,8,8
journals/compsec/HancockV00v,495,496
conf/prima/YuZR13,372,387
conf/memsys/KimKYR15,276,282
conf/woss/SchumannN02,67,72
conf/nips/FritschF96,315,342
conf/fskd/YuWZZ11,1490,1494
conf/icra/YoshidaAB07,4707,4714
conf/iconip/SaitoF98,279,282
conf/re/MouR12,28,31
journals/monet/AlnasouriMD11,83,95
journals/ton/DestounisPMPL18,1577,1590
journals/ma/MullerSW14,51,61
journals/amc/KuritaN00,11,38
journals/jasis/GarciaRF15a,297,308
conf/icassp/CokerT07,945,948
conf/isbi/MaddahCW06,53,56
conf/IEEEcit/ShenJWLZZ14,880,883
conf/aina/ErnstKR14,268,275
conf/mva/BazinVG00,459,462
journals/spl/Adams08,629,632
conf/ro-man/Woo07,662,662
journals/bsl/Shapiro98,273,302
conf/middleware/HenricksenR06,60,65
conf/prdc/DaiFWLHK09,263,268
conf/sacrypt/ReichardtW02,110,128
conf/kes/Werner-StarkNH11,385,394
journals/jlms/OkuyamaP14,524,538
journals/tap/RadunNLH16,1,22
conf/iros/Beinhofer0KB13,3637,2643
conf/icee/XiaofengXNH10,4438,4441
journals/jfi/TrinhH18,1411,1451
conf/iwcmc/LiuHQWL16,645,650
journals/interactions/Sampson07c,10,1
conf/dsd/HesselbarthS16,82,90
journals/tmm/ZhangHJGT10,510,522
journals/sigpro/CampbellJG09,1489,1500
conf/mm/BiatovK03,211,214
journals/npl/HuangHC15,407,419
journals/fuin/Simson13,447,490
conf/dgo/Sandoval-AlmazanC10,173,182
journals/pc/MoX07,174,185
conf/arcs/Zemanek84,1,25
journals/ijmso/SallLGND09,93,105
journals/pc/Thune91,666,673
journals/tgrs/XuWLPW16,1990,2000
journals/jis/KogilavaniKM16,465,476
journals/jcal/PlowmanSMSA11,361,371
journals/tmis/BhattacharjeeGMS11,1,14
conf/nips/DunckerS18,10466,10476
conf/sc/SreepathiSHMM11,67,68
journals/jip/HanY17,386,396
conf/uic/MohamedALJM17,1,7
journals/ijns/AudaK99,129,151
journals/tvt/KabambaMST02,1206,1222
journals/jap/LefevreP18,593,609
conf/icpads/TanS02,659,666
journals/mam/Edwards96,139,140
journals/caee/CristeaBOC11,201,207
journals/tie/RattasiriH03,48,61
journals/scientometrics/TsengR14,1851,1869
conf/micad/ChenMG08,691505,691505
conf/chinacom/ZengYWQL15,101,105
journals/jcmc/Siles12,408,421
journals/creativity/Tofts03,54,63
conf/hoti/HadyMBS94,29,41
conf/icalp/Sibeyn01,785,796
conf/stoc/CaiNS99,726,735
journals/ior/FielitzB73,1183,1199
conf/debs/JiZJNHF15,68,79
conf/isbi/HaneyPIEZFKHP04,1550,1553
conf/icc/Decina83,563,563
books/daglib/0010065,1,501
journals/cacm/BashirSW01,28,20
journals/tim/XuSC14,1451,1460
conf/iscas/Au-YeungZ09,3182,3185
journals/remotesensing/KothePCTH17,429,429
journals/toms/IchidaKY77,164,174
conf/cec/Mishra0M16a,4297,4304
conf/iscc/GeorgoulasTP04,816,821
journals/tgrs/FoudaT14,870,879
journals/jsac/AsataniTUT85,292,299
journals/mam/SatyanarayanaBM09,365,373
conf/acssc/Martin-Clemente18,343,176
journals/jcsc/NagNP17,1,12
conf/iceis/JarvisSMMC99,240,247
conf/urai/HongJLJC14,429,430
conf/ijcnn/BuonannoP15,1,6
conf/ijcai/MorofskyW71,248,257
conf/ic-nc/UmedaO15,334,340
journals/hac/WangWLFL12,172,183
journals/pr/GuptaU91,943,948
journals/jcheminf/EkinsCS13,13,13
journals/eor/Yang01a,107,118
conf/mixdes/GnidzinskaJNM13,306,311
journals/eswa/Gil-AlujaLM11,10950,10958
journals/neuroimage/KhorshidiDBGGS14,449,468
journals/interactions/Bruer98a,55,56
journals/tsmc/Miernyk73,575,577
journals/amc/MaoTD10,355,362
journals/siamis/ChangTWY15,564,591
journals/telsys/KlajborRW11,277,287
journals/vlsisp/LiZ18,1245,1255
conf/iconference/Oh12,433,434
conf/ispan/HobbsG97,261,267
books/sp/17/Halevi17,219,276
conf/saso/MarcoGII10,269,270
conf/kesw/NugumanovaB13,92,101
conf/ictai/ArdizzoneH99,167,174
conf/aiia/BrogiLMM91,138,147
conf/bmvc/ChungL95,1,10
conf/cicling/KangH06,571,574
conf/icorr/RotellaKNBO13,1,6
journals/mlq/Byrd78,405,408
journals/titb/MarzaniCL01,18,26
conf/acllaw/RamanathCB13,42,50
books/daglib/p/Haugen13,159,186
conf/igarss/TsaiLW05,3002,3005
conf/icalp/BlundoDS04,234,245
conf/fedcsis/BarnesTJ16,751,755
conf/alt/JainMS11,55,69
journals/ijismd/KumarKBS17,112,133
conf/mobiquitous/MinakshiBC18,77,86
conf/soda/Halldorsson99,917,918
conf/vss/NairPN18,245,250
conf/egovis/KissK18,243,257
journals/jmis/WeiHL09,109,144
conf/nems/TaolZZQWS12,562,566
journals/ijnm/Kelly93,21,25
conf/podc/EislerHT05,189,196
journals/mr/DamperFS01,2051,2065
journals/rc/Emden04,45,58
conf/hipeac/Espasa10,2,2
conf/dl/OardP99,265,265
conf/esorics/Mao96,15,32
journals/ijsysc/WangWK02,931,938
conf/infocom/CidonS84,337,344
conf/vtc/YangDSMP14,1,5
journals/fss/ChangCLL97,325,334
journals/arobots/BrancaSD00,129,139
journals/cryptologia/Shulman80,41,41
conf/fmco/BaresiMMR10,268,287
conf/haptics/KawabeCOM10,101,104
conf/amt/Chen14,62,73
journals/adcm/BodmannH15,317,331
journals/tjs/Weiss92,71,85
conf/iat/TvarozekB09,113,116
conf/isqed/YangWK04,421,424
journals/tgrs/VoigtKRKSM07,1520,1528
journals/tifs/SenftlebenBBH0T16,1578,1591
journals/cm/WangLL11,28,35
journals/smr/MohammadA12,815,835
journals/tc/WeinerD68,184,186
conf/ispw/Jackson84,13,16
conf/hci/Huang18,406,416
journals/jnw/SongHHZ10,1366,1373
conf/mipro/TulyakovRBS12,1036,1041
conf/icassp/JorswieckB02,2181,2184
conf/eusipco/MartinezLK15,2471,2475
journals/amc/El-Enna04a,360,369
books/daglib/0077553,1,237
conf/ecal/AldertonN13,27,34
conf/seco/Morales-ChaparroPS12,127,142
conf/blackseecom/TakshiNAB17,1,5
journals/sigir/MacdonaldCW11,87,93
conf/IEEEias/WangL09,115,118
conf/mc/DrobicsLD12,31,35
journals/dm/Rosa72,61,71
conf/icse/MarchettoNFQPT10,15,21
conf/icassp/CaoLGJHH10,2274,2277
conf/cscw/GanglbauerFSG14,911,921
conf/pimrc/SindhushayanaB02,1839,1846
journals/remotesensing/RheeI14,7360,7378
journals/jvca/ZhouSLL07,455,461
journals/simpra/Hill03,643,654
conf/icassp/DragottiVB05,234,237
conf/dais/SchoberBKH13,100,113
journals/jct/LazebnikUW94a,293,298
journals/endm/Kyncl08,266,270
journals/mima/Pezzulo08,179,225
conf/icassp/YuZH84,562,565
journals/isci/ZhangLNW17,180,194
journals/ijssc/Bouramoul16,74,89
journals/ress/KimPJ17a,595,601
conf/ilp/FaruquieSK12,45,57
journals/eccc/GopalanHJY13,104,104
conf/uksim/ArmaganFQL12,618,623
journals/eor/BernardVY19,755,767
conf/ipta/ChoiJ10,369,372
conf/softcomp/Redel-MaciasPCDM12,321,330
conf/im/MolkaC17,19,27
journals/tgrs/MaZHZ18,422,435
conf/enumath/Falco13,315,323
journals/tsmc/FoucheK92,47,63
conf/cscw/ReddyD02,344,353
journals/gc/BondyL92,109,118
journals/nc/SoloveichikY15,193,194
conf/IEEEares/MantereNOS14,310,316
conf/wedelmusic/BelliniSN01,170,177
conf/interspeech/WeissME08,419,422
journals/sigspatial/CiacciaP10,17,20
conf/iwcmc/HamedAM17,1465,1470
conf/iwcit/AbtahiATM16,1,4
conf/cicling/BouazizPDP16,433,445
journals/iacr/GalbraithG14,806,806
journals/taes/SauterP12,2638,2652
journals/cscl/KershnerMWS10,359,383
conf/igarss/QuZZLZZ16,4960,4963
journals/jcns/ParkBGSS05,53,70
journals/iando/Smith06,191,211
conf/securecomm/WeiW07,244,249
journals/tsg/KargarianMGCBHK18,2574,2594
journals/ijon/YangC16,780,789
conf/icassp/Ali98,3689,3692
conf/icitl/ZhaiMYY018,165,171
journals/wc/DebatyC01,46,51
journals/mj/PifferiBCA06,1013,1018
conf/ncm/WangWS09,272,277
journals/ijthi/BourgaultDSD10,14,33
journals/mva/TuranPGAKS18,345,359
conf/semco/HakimovJC19,110,113
conf/isaac/HuangB14,528,539
conf/mldm/KokkulaM13,99,114
conf/cms/FarrellK05,348,357
conf/clef/ZhouW09,62,69
conf/interspeech/AdelKVTS14,651,655
conf/pdpta/LeeORB96,442,453
journals/neuroimage/LampinenSMWSN17,517,531
conf/sigir/MagalhaesR05,641,642
conf/premi/BhattacharjeeHS17,431,437
conf/pacis/TeohW11,190,190
conf/tphol/TaharC96,415,430
journals/informaticaSI/TomasicRDT13,131,138
journals/jcphy/YuYB12,5504,5521
conf/ccseit/DineshJB12,642,646
conf/dsom/ZengC02,133,144
journals/tsp/BurrusO98,761,766
conf/eit/CampsHM09,217,221
conf/dcc/Agostino00,393,399
conf/bmei/ZayimBS11,1985,1988
conf/performance/AndersonFRS87,131,150
conf/mates/ElkawkagyB11,16,28
journals/ton/ShamsiNLL16,2196,2209
conf/isqed/Barford06,762,769
journals/siamam/MoutariR07,413,436
journals/tsmc/Leibovic83,732,741
conf/ictai/MorignotAC97,508,513
conf/iscas/KhooW05,672,675
journals/pvldb/Chen10,1459,1468
journals/ejcon/ForniA16,50,60
conf/ppopp/Arbel-Raviv018,14,27
conf/wsks/CzejdoB09,298,304
conf/evoW/RidgeK07,198,209
conf/icdsp/DuCC18,1,4
journals/puc/UrquhartSM18,317,332
conf/dsd/JeitlerL10,219,225
journals/tnn/Valle14a,1600,1612
journals/itiis/AliZNB18,1594,1617
journals/jphonetics/Laver03,413,415
journals/ijseke/LiuZP17,1013,1032
conf/cvpr/SimZ04,84,84
conf/iwcmc/ChenY09,1488,1492
journals/iacr/AlbrechtMPS18,749,749
conf/smc/NgoN12,2371,2376
journals/ieicet/LeeCYLK17,826,836
conf/IEEEcloud/TchanaETH15,195,202
journals/ijmi/BlaserSBBHBOLK07,151,156
conf/comma/OomidouKSRH14,471,472
journals/ajc/SarvateZ16,333,343
conf/csedu/ParaskakisH14,58,67
journals/ieicet/KosugeT17,2398,2407
journals/ijpcc/StefanidisPV07,439,460
conf/isqed/SridharaSB05,642,647
journals/jsac/ChangLC11,236,249
conf/eidwt/FloodK12,231,235
journals/jei/VittapuC18,63028,63028
conf/miccai/CerrolazaLBGSMK18,383,391
journals/eor/HuismanK03,209,223
journals/tip/WangZHL13,3538,3548
conf/vtc/ZangSWRB07,2581,2585
conf/vlsid/PalV16,517,522
conf/iscit/WangZ16,136,140
journals/mta/SedmidubskyEZ18,12073,12094
conf/icassp/Abdel-WahabB15,5058,5062
conf/nof/ObadiaBLPI14,2,7
journals/pr/LiangZS07,1032,1041
journals/jssc/WangCDRL18,2151,2163
journals/ijcm/Al-Said01,111,121
journals/jzusc/DongXWY16,67,73
conf/icsai/QianZL14,791,765
conf/icc/ZhangXBNYH16,1,6
journals/ipm/Merta69,53,58
books/daglib/0022175,1,604
conf/tal/Hajic10,1,1
journals/scheduling/BevernNS17,255,265
journals/ais/Nomura09,471,484
conf/rtcsa/HanZSMCNPG10,388,393
conf/chi/Mynatt95,67,68
journals/access/ArjomandiKXK18,78008,78016
conf/sitis/JantkeBBD13,310,317
conf/hci/NutsiBK13,256,260
journals/cars/HartmannS13,259,268
conf/icse/ZhouM11,271,280
conf/asunam/JawedKA15,1162,1168
journals/jair/WalkerLHWG02,293,31
journals/ijon/DrorT99,361,366
journals/tcst/RuppertKWM16,276,284
conf/kbse/CorradiniFP0TV17,217,228
conf/istas/GowTMA08,1,5
journals/jacm/Hsu87,255,288
journals/tip/LamR95,533,542
journals/eaai/PradoGYE10,1072,1082
journals/sigplan/Grogono89,79,84
conf/ACMse/GaoZZW07,168,173
conf/embc/KimLKK15,6441,6444
conf/isgteurope/PetersenWPPT13,1,5
conf/mc/SchildG10,280,281
conf/mm/HuangLTLWYY17,11,18
conf/mlearn/DissanayekeHRW12,326,327
conf/infoscale/ZhangWZGL07,44,44
journals/mlq/Hauck91,193,200
conf/kes/LiaoX05,353,358
conf/time/SamerV05,156,165
conf/icacci/PrajwalP18,1668,1671
conf/icmi/Sakpal12,349,352
conf/iiwas/Wiza10,403,409
journals/jcisd/SadikLWUEWLV04,499,507
conf/mfcs/Jukna88,371,380
conf/rita/Kim-TienTC12,961,970
conf/ithet/Alhazbi16,1,4
conf/group/BlakeKFM05,328,329
conf/isn/KindALNT99,328,341
journals/tsg/KeWL19,864,877
journals/jucs/Franck-OberaspachSS99,464,470
conf/cie/Kihara12,384,394
conf/diagrams/Anta18,779,782
conf/isscc/MarienSAH10,137,138
journals/dke/BasiliGP95,187,213
conf/iros/ParkKO11,4483,4487
conf/icee/Dong-minL10,3691,3694
conf/oopsla/UngarS87,227,242
journals/ijdsst/WimmerFRY12,24,38
conf/simultech/TakimotoM15,193,199
journals/tits/MaML17,2642,2656
conf/gecco/Padhye09,1755,1756
conf/ercimdl/Ernst-GerlachC08,78,87
journals/apin/KordestaniAM14,1150,1169
journals/jct/Furedi82,67,73
conf/icspcs/Kim17,1,4
conf/vl/YinD14,113,120
conf/icra/KubicaWW01,2293,2298
journals/mj/PatelRM08,1671,1677
journals/jnw/ZhaoC14,972,978
books/sp/Smith04,1,564
conf/healthcom/Dolezel18,1,7
journals/ior/Klincewicz90,99,109
journals/jmlr/AlvarezL11,1459,1500
conf/dsd/PodivinskyLCK18,230,237
conf/icmcs/MashayekhiMR95,329,334
journals/ijissc/MussoR13,21,36
journals/jct/LevequeMT12,924,947
conf/complife/CorbettM06,107,118
conf/innovations/MahmoodyMP14,23,34
conf/vldb/BlottKS98,698,698
conf/icra/MorrowSPJTLDPB16,5024,5031
journals/kybernetika/Michalek95,17,29
journals/pcs/NepomniaschyBV15,41,48
journals/cn/Le-BlondLD11,541,557
journals/mmas/RahmanDSDS05,1201,1232
conf/csedu/KudoKM11,249,257
conf/wabi/SpeerSZ05,1,12
conf/cdc/AlessandriBB08,3192,3198
journals/soco/0001C15,2071,2082
journals/air/Sharkey06,255,268
conf/eurocon/PetkovaAT13,976,983
phd/dnb/Schneider12,1,215
conf/icip/Alatan01,374,377
journals/dud/Schafer16,592,597
conf/ic/HanL00,173,178
journals/spl/BozkurtDdD05,344,347
conf/fpca/Yoshida93,243,254
conf/icmcs/DaneshiVCTYACG13,1,6
journals/taslp/TeppermanLNA11,348,360
conf/riao/HuHC00,543,550
conf/humanoids/XiongA18,1,9
conf/soups/HanschSPFB18,341,356
conf/kes/LiuS04,293,306
journals/mlq/Rohleder77,401,404
conf/igarss/LvWQY13,945,948
conf/icip/LeeKCSK14,1120,1124
conf/iscc/BourasS05,642,647
journals/bioinformatics/JinANF09,3191,3193
conf/iciar/MorenoBS09,886,895
journals/tim/ZhaoCGY09,2815,2823
journals/tfs/LiWS16,1283,1294
journals/mr/KuttyYC11,1302,1308
journals/siamis/ChanYY11,808,827
conf/acmidc/HiahSRTVTS13,384,387
journals/jicce/Kim07d,223,228
conf/ieem/KimKHHCJ15,381,385
conf/humanoids/BrandaoHST15,1,7
conf/vrst/TanakaKK18,1,2
conf/icara/HassaneinAR11a,57,70
conf/amcc/AbbasW12,781,786
conf/asiahaptics/ShinC16,75,81
conf/eurofuse/Fdez-VinasSRSOS11,179,191
conf/alpit/KangKS08,162,167
conf/amsterdam/ChemlaS09,53,62
conf/kbse/RoohitavafK18,912,915
conf/cbms/SamuelsENRNLTC89,29,35
conf/icpr/BradleyRF00,2076,2080
conf/latin/AhnABOSW16,14,26
conf/iscas/FukunagaWN05,168,171
conf/iscsct/LiuW08,118,123
journals/neco/PaganSR16,2291,2319
conf/icpp/ChenCCCYL05,350,357
conf/iciar/KusholKSR17,533,540
journals/iet-cdt/AmoryGMLM07,197,206
journals/jsemantics/TieuYCRSC17,127,152
conf/iros/Chang04,3062,3067
journals/jits/BazzanAC12,2,12
conf/icc/KhanB12,4702,4706
conf/iccel/KirnPE18,2,4
journals/aim/Bresina16,7,18
conf/icassp/ParkS06,1165,1168
conf/caip/StoddartPK95,674,679
conf/dasc/YangA16,835,841
journals/itse/ElsayedH05,195,206
conf/icra/LloydH96,2743,2748
conf/3dim/TeneyP12,160,167
conf/eusipco/NasreddineB15,145,149
journals/ett/CostaFT04,337,342
conf/kes/TanakaK06,851,858
conf/cchi/ZhaoLWYH18,109,112
conf/dmkdttt/NarangK04,201,208
conf/iccd/Martin05,543,449
journals/jcisd/QiZX02,1471,1475
conf/ijcai/SturmPSPKB09,1851,1856
journals/tog/Hanrahan16,1,11
journals/ieiceee/MatsuuraKKM07,369,374
journals/jcc/JorgensenLNT93,206,215
journals/nca/DanHH10,159,166
journals/ai/RajanS17,1,9
journals/cce/WehingerKK17,11,22
journals/tie/ArefifarM14,5830,5839
conf/cibcb/TsengCL07,106,112
journals/tvlsi/ChandramouliBS96,146,146
conf/cisim/AdamskaPPWL15,571,582
conf/evoW/GainaLLP17,418,434
conf/ht/MillardHJW13,109,118
conf/bmei/WangZW09a,1,4
conf/apl/BottoniMM94,8,17
journals/automatica/PresmanSZ95,1325,1332
journals/talg/ArvindK12,1,22
journals/jmlr/ScottB09,464,471
journals/jsemantics/Kaufmann95,377,427
conf/oopsla/TravassosSFB99,47,56
journals/sigops/Herlihy86,31,39
conf/sca/CaoFP03,225,231
journals/ijep/MuruganARNA18,48,58
phd/dnb/Hillenbrand82,2,222
conf/cicling/JaidkaCWKN17,20,34
journals/nn/LazaroSP03,69,77
conf/microcomputing/AnlauffG79,155,169
journals/spe/BrogiRS18,2061,2079
journals/jgt/Jackson91,443,451
conf/icmcs/ZhangP02,245,248
conf/xsede/LuBDHBFGJP13,1,8
journals/jacm/RowlandC86,822,829
conf/apn/LatapyV14,40,50
journals/jsac/NaorN00,561,570
journals/tnn/RussellODMNTE10,1950,1962
conf/iccbr/McGintyS03,276,290
conf/pppj/StadlerWW10,20,28
conf/usenix/HaginoT99,195,205
conf/siggraph/GrinspunS05,1,1
conf/oopsla/TravassosSFB99,48,57
journals/dss/LinHC06,745,758
journals/hij/MouratidisMP03a,149,162
conf/sigcpr/MooreWS12,27,30
conf/sibgrapi/MauleCTB12a,51,60
conf/emeit/LiY11f,4337,4341
journals/sensors/KimBJ16,985,985
conf/iciar/JetleyMVB14,359,368
journals/prl/YoshiyamaS14,192,200
journals/jat/ArteagaM12,1540,1576
journals/cg/Wu02,837,839
journals/eik/Janicki85,283,295
conf/icadl/MutuviDOJ18,3,14
conf/iros/TrujilloMBH09,3095,3100
journals/ijkl/LeeK16,264,272
conf/sies/SommerDD09,191,200
journals/dke/ErdmannS01,317,335
conf/f-egc/SaidGR10,151,156
books/daglib/0016314,1,778
conf/icra/CappelleriFMKT06,637,642
journals/pieee/HaffnerHFJBHSKD16,2362,2379
journals/simulation/El-Saddik08,183,184
conf/smc/KamijoKS05,1359,1364
conf/trustcom/LiXG13,776,780
journals/interactions/Zhao06,21,22
journals/aai/TanerAA91,267,280
journals/eswa/Chen11f,6926,6939
journals/csl/RaoM16,104,121
journals/candie/Geiger11,805,812
conf/etfa/MarinoniBPEFSB11,1,8
conf/gd/AertsF13,119,130
conf/csse/BinJJK08,978,981
journals/tcas/YuL07a,2330,2338
journals/jar/Lisitsa13,431,451
journals/tr/WuJSSHCS18,581,597
journals/cea/FabijanskaD18,353,363
conf/vlsid/BalasubramanianNFG06,782,786
conf/cases/HuaQ04,117,124
journals/fgcs/RogersS98,409,424
journals/jphonetics/PoellmannBMM14,101,127
journals/jd/LifanteNG15,317,337
journals/jms/QiantoriSHSO12,41,52
journals/cma/Zhang15,2049,2062
journals/jocs/DiwakerKKCQF15,237,246
conf/imc/ZhouLAZ11,371,380
conf/milcom/MaHSLL11,1903,1908
conf/ecis/PereiraSC12,121,121
conf/ics/JiangCA16,1,10
conf/mmm/LienTTJ11,446,456
journals/cm/EfstathiouFZ99,113,118
books/daglib/0001108,1,127
journals/mta/RajputR18,21510,21538
journals/aai/Ilhan17,332,345
